"","POVI","Date","HR","Tb_predict","Tb_obs"
"203","POVI_16","2019-01-31",20,29.4,29.5
"204","POVI_16","2019-01-31",21,28.2,28.5
"205","POVI_16","2019-01-31",22,28.1,28
"206","POVI_16","2019-01-31",23,28.2,27.5
"207","POVI_16","2019-02-01",0,27,27
"208","POVI_16","2019-02-01",1,27.1,26.5
"209","POVI_16","2019-02-01",2,27.2,26
"210","POVI_16","2019-02-01",3,27.2,26
"211","POVI_16","2019-02-01",4,27.2,26
"212","POVI_16","2019-02-01",5,27.3,26
"213","POVI_16","2019-02-01",6,28.5,26
"214","POVI_16","2019-02-01",7,30,27
"215","POVI_16","2019-02-01",8,32.2,28.5
"216","POVI_16","2019-02-01",9,37.8,31
"217","POVI_16","2019-02-01",10,36.9,36.5
"218","POVI_16","2019-02-01",11,36.8,35.5
"219","POVI_16","2019-02-01",12,36.7,35
"220","POVI_16","2019-02-01",13,37.2,35
"221","POVI_16","2019-02-01",14,37.3,35.5
"222","POVI_16","2019-02-01",15,37.3,35.5
"223","POVI_16","2019-02-01",16,38.7,36
"224","POVI_16","2019-02-01",17,37.4,37
"225","POVI_16","2019-02-01",18,36.1,36
"226","POVI_16","2019-02-01",19,34.3,34.5
"227","POVI_16","2019-02-01",20,34.3,33
"228","POVI_16","2019-02-01",21,34,33
"229","POVI_16","2019-02-01",22,33.1,32.5
"230","POVI_16","2019-02-01",23,32.2,32
"231","POVI_16","2019-02-02",0,31,31
"232","POVI_16","2019-02-02",1,30.1,30
"233","POVI_16","2019-02-02",2,29.1,29
"234","POVI_16","2019-02-02",3,28.1,28
"235","POVI_16","2019-02-02",4,27.7,27
"236","POVI_16","2019-02-02",5,27.7,26.5
"237","POVI_16","2019-02-02",6,29.5,26.5
"238","POVI_16","2019-02-02",7,35.1,28.5
"239","POVI_16","2019-02-02",8,35,33.5
"240","POVI_16","2019-02-02",9,36.4,33
"241","POVI_16","2019-02-02",10,36.7,35
"242","POVI_16","2019-02-02",11,37.3,35
"243","POVI_16","2019-02-02",12,38,35.5
"244","POVI_16","2019-02-02",13,38.3,36
"245","POVI_16","2019-02-02",14,38.4,36
"246","POVI_16","2019-02-02",15,38.4,36.5
"247","POVI_16","2019-02-02",16,40.4,36.5
"248","POVI_16","2019-02-02",17,37.6,38.5
"249","POVI_16","2019-02-02",18,35,36.5
"250","POVI_16","2019-02-02",19,33.3,33.5
"251","POVI_16","2019-02-02",20,32.6,32
"252","POVI_16","2019-02-02",21,31,31
"253","POVI_16","2019-02-02",22,30.5,30
"254","POVI_16","2019-02-02",23,28.2,29.5
"255","POVI_16","2019-02-03",0,28.5,27.5
"256","POVI_16","2019-02-03",1,29.3,27.5
"257","POVI_16","2019-02-03",2,28.5,28
"258","POVI_16","2019-02-03",3,27.8,27.5
"259","POVI_16","2019-02-03",4,27.4,27
"260","POVI_16","2019-02-03",5,27.6,26.5
"261","POVI_16","2019-02-03",6,31.4,26.5
"262","POVI_16","2019-02-03",7,35,30.5
"263","POVI_16","2019-02-03",8,34.1,32.5
"264","POVI_16","2019-02-03",9,35.4,33
"265","POVI_16","2019-02-03",10,36.3,34
"266","POVI_16","2019-02-03",11,37.2,34.5
"267","POVI_16","2019-02-03",12,38.2,35.5
"268","POVI_16","2019-02-03",13,38.9,36
"269","POVI_16","2019-02-03",14,39.3,36.5
"270","POVI_16","2019-02-03",15,39.5,36.5
"271","POVI_16","2019-02-03",16,39.3,36.5
"272","POVI_16","2019-02-03",17,40.1,36.5
"273","POVI_16","2019-02-03",18,36.3,38.5
"274","POVI_16","2019-02-03",19,33,35
"275","POVI_16","2019-02-03",20,31.2,32
"276","POVI_16","2019-02-03",21,29.4,30.5
"277","POVI_16","2019-02-03",22,28.6,29
"278","POVI_16","2019-02-03",23,27.2,28
"279","POVI_16","2019-02-04",0,27.4,27
"280","POVI_16","2019-02-04",1,27.3,26.5
"281","POVI_16","2019-02-04",2,26.1,26.5
"282","POVI_16","2019-02-04",3,23.7,25.5
"283","POVI_16","2019-02-04",4,25.4,24
"284","POVI_16","2019-02-04",5,26.3,24.5
"285","POVI_16","2019-02-04",6,30,25
"286","POVI_16","2019-02-04",7,32,29.5
"287","POVI_16","2019-02-04",8,33.9,30.5
"288","POVI_16","2019-02-04",9,35.7,32.5
"289","POVI_16","2019-02-04",10,36.8,34.5
"290","POVI_16","2019-02-04",11,37.7,35
"291","POVI_16","2019-02-04",12,38.3,35.5
"292","POVI_16","2019-02-04",13,38.8,36
"293","POVI_16","2019-02-04",14,39.6,36.5
"294","POVI_16","2019-02-04",15,39.6,36.5
"295","POVI_16","2019-02-04",16,39.5,37
"296","POVI_16","2019-02-04",17,39.7,37
"297","POVI_16","2019-02-04",18,36.4,38
"298","POVI_16","2019-02-04",19,33.7,35
"299","POVI_16","2019-02-04",20,32.4,33
"300","POVI_16","2019-02-04",21,31,31.5
"301","POVI_16","2019-02-04",22,30.3,30
"302","POVI_16","2019-02-04",23,29.6,29.5
"303","POVI_16","2019-02-05",0,28.9,29
"304","POVI_16","2019-02-05",1,28.4,28.5
"305","POVI_16","2019-02-05",2,27.6,27.5
"306","POVI_16","2019-02-05",3,27.7,27
"307","POVI_16","2019-02-05",4,27.7,27
"308","POVI_16","2019-02-05",5,26.6,26.5
"309","POVI_16","2019-02-05",6,29,26
"310","POVI_16","2019-02-05",7,32.7,28
"311","POVI_16","2019-02-05",8,34.7,31.5
"312","POVI_16","2019-02-05",9,35.6,33.5
"313","POVI_16","2019-02-05",10,36.8,34
"314","POVI_16","2019-02-05",11,37.3,35
"315","POVI_16","2019-02-05",12,38.1,35.5
"316","POVI_16","2019-02-05",13,39.2,36
"317","POVI_16","2019-02-05",14,39.9,36.5
"318","POVI_16","2019-02-05",15,39.8,37
"319","POVI_16","2019-02-05",16,38.7,37.5
"320","POVI_16","2019-02-05",17,36.9,37
"321","POVI_16","2019-02-05",18,35.4,35.5
"322","POVI_16","2019-02-05",19,34.2,34
"323","POVI_16","2019-02-05",20,33.7,33
"324","POVI_16","2019-02-05",21,33.1,32.5
"325","POVI_16","2019-02-05",22,32.7,32
"326","POVI_16","2019-02-05",23,32,31.5
"327","POVI_16","2019-02-06",0,31.6,31
"328","POVI_16","2019-02-06",1,30.8,30.5
"329","POVI_16","2019-02-06",2,30.3,30
"330","POVI_16","2019-02-06",3,29.8,29
"331","POVI_16","2019-02-06",4,30.2,29
"332","POVI_16","2019-02-06",5,29.8,29
"333","POVI_16","2019-02-06",6,31.1,29
"334","POVI_16","2019-02-06",7,32.5,29.5
"335","POVI_16","2019-02-06",8,33.5,31.5
"336","POVI_16","2019-02-06",9,38.5,32.5
"337","POVI_16","2019-02-06",10,37.6,35.5
"338","POVI_16","2019-02-06",11,37.3,35
"339","POVI_16","2019-02-06",12,36.7,34.5
"340","POVI_16","2019-02-06",13,37.4,35
"341","POVI_16","2019-02-06",14,37.4,35.5
"342","POVI_16","2019-02-06",15,37.4,36
"343","POVI_16","2019-02-06",16,36.4,35.5
"344","POVI_16","2019-02-06",17,34.1,34.5
"345","POVI_16","2019-02-06",18,33.3,32.5
"346","POVI_16","2019-02-06",19,32.5,31.5
"347","POVI_16","2019-02-06",20,32.2,31
"348","POVI_16","2019-02-06",21,31.6,30.5
"349","POVI_16","2019-02-06",22,31.4,30.5
"350","POVI_16","2019-02-06",23,31.3,30
"351","POVI_16","2019-02-07",0,31.4,30
"352","POVI_16","2019-02-07",1,31.3,30
"353","POVI_16","2019-02-07",2,29.2,29.5
"354","POVI_16","2019-02-07",3,23,27.5
"355","POVI_16","2019-02-07",4,26.9,22.5
"356","POVI_16","2019-02-07",5,27.2,25.5
"357","POVI_16","2019-02-07",6,27.7,26
"358","POVI_16","2019-02-07",7,29.5,27
"359","POVI_16","2019-02-07",8,32.3,28
"360","POVI_16","2019-02-07",9,34.7,30.5
"361","POVI_16","2019-02-07",10,38.1,32.5
"362","POVI_16","2019-02-07",11,37.2,35.5
"363","POVI_16","2019-02-07",12,37.6,35.5
"364","POVI_16","2019-02-07",13,37.9,36
"365","POVI_16","2019-02-07",14,38.8,36
"366","POVI_16","2019-02-07",15,39.5,37
"367","POVI_16","2019-02-07",16,39.9,37.5
"368","POVI_16","2019-02-07",17,38.3,38.5
"369","POVI_16","2019-02-07",18,36.3,38
"370","POVI_16","2019-02-07",19,33.8,35.5
"371","POVI_16","2019-02-07",20,32,33
"372","POVI_16","2019-02-07",21,30.2,31
"373","POVI_16","2019-02-07",22,28.3,29.5
"374","POVI_16","2019-02-07",23,27.4,28
"375","POVI_16","2019-02-08",0,27.1,27
"376","POVI_16","2019-02-08",1,25.9,26.5
"377","POVI_16","2019-02-08",2,24.4,25.5
"378","POVI_16","2019-02-08",3,23.3,24.5
"379","POVI_16","2019-02-08",4,22.1,23
"380","POVI_16","2019-02-08",5,21.3,22
"381","POVI_16","2019-02-08",6,30.8,21.5
"382","POVI_16","2019-02-08",7,33.9,29.5
"383","POVI_16","2019-02-08",8,35.2,34
"384","POVI_16","2019-02-08",9,35.1,35
"385","POVI_16","2019-02-08",10,35.6,33.5
"386","POVI_16","2019-02-08",11,37.1,34
"387","POVI_16","2019-02-08",12,37.8,35
"388","POVI_16","2019-02-08",13,38.9,35.5
"389","POVI_16","2019-02-08",14,39.4,36
"390","POVI_16","2019-02-08",15,40.1,36.5
"391","POVI_16","2019-02-08",16,40.4,37
"392","POVI_16","2019-02-08",17,40.3,37.5
"393","POVI_16","2019-02-08",18,37.5,38.5
"394","POVI_16","2019-02-08",19,33.7,36.5
"395","POVI_16","2019-02-08",20,30.7,33.5
"396","POVI_16","2019-02-08",21,28.4,30.5
"397","POVI_16","2019-02-08",22,27.3,28.5
"398","POVI_16","2019-02-08",23,28.9,27
"399","POVI_16","2019-02-09",0,28.8,28
"400","POVI_16","2019-02-09",1,28.8,28.5
"401","POVI_16","2019-02-09",2,28.9,28
"402","POVI_16","2019-02-09",3,28.4,28
"403","POVI_16","2019-02-09",4,28.3,27.5
"404","POVI_16","2019-02-09",5,27.1,27.5
"405","POVI_16","2019-02-09",6,29.7,26
"406","POVI_16","2019-02-09",7,34.9,29.5
"407","POVI_16","2019-02-09",8,34.7,32
"408","POVI_16","2019-02-09",9,36.5,33.5
"409","POVI_16","2019-02-09",10,36.7,35
"410","POVI_16","2019-02-09",11,37.6,35
"411","POVI_16","2019-02-09",12,40,35.5
"412","POVI_16","2019-02-09",13,41.5,36.5
"413","POVI_16","2019-02-09",14,42,37.5
"414","POVI_16","2019-02-09",15,42.1,38.5
"415","POVI_16","2019-02-09",16,41.5,38.5
"416","POVI_16","2019-02-09",17,38.3,38.5
"417","POVI_16","2019-02-09",18,34.6,38
"418","POVI_16","2019-02-09",19,31.9,34
"419","POVI_16","2019-02-09",20,30.2,31
"420","POVI_16","2019-02-09",21,28.4,29
"421","POVI_16","2019-02-09",22,27.1,27.5
"422","POVI_16","2019-02-09",23,25.9,26
"423","POVI_16","2019-02-10",0,22.2,25
"424","POVI_16","2019-02-10",1,22.3,22.5
"425","POVI_16","2019-02-10",2,22.4,21.5
"426","POVI_16","2019-02-10",3,22.3,21.5
"427","POVI_16","2019-02-10",4,21.4,21.5
"428","POVI_16","2019-02-10",5,20.7,21
"429","POVI_16","2019-02-10",6,21.8,20
"430","POVI_16","2019-02-10",7,27.5,21.5
"431","POVI_16","2019-02-10",8,32,25
"432","POVI_16","2019-02-10",9,33,30
"433","POVI_16","2019-02-10",10,36.8,31
"434","POVI_16","2019-02-10",11,33.5,34
"435","POVI_16","2019-02-10",12,33.5,32
"436","POVI_16","2019-02-10",13,34.1,32
"437","POVI_16","2019-02-10",14,35.1,32.5
"438","POVI_16","2019-02-10",15,36,33.5
"439","POVI_16","2019-02-10",16,36.7,34.5
"440","POVI_16","2019-02-10",17,36.2,35
"441","POVI_16","2019-02-10",18,35,35
"442","POVI_16","2019-02-10",19,33,33.5
"443","POVI_16","2019-02-10",20,31.4,32
"444","POVI_16","2019-02-10",21,29.5,30
"445","POVI_16","2019-02-10",22,28.4,28.5
"446","POVI_16","2019-02-10",23,26.9,27.5
"447","POVI_16","2019-02-11",0,25.2,26
"448","POVI_16","2019-02-11",1,23.7,24.5
"449","POVI_16","2019-02-11",2,22.4,23.5
"450","POVI_16","2019-02-11",3,21,22
"451","POVI_16","2019-02-11",4,19.8,21
"452","POVI_16","2019-02-11",5,18.9,20
"453","POVI_16","2019-02-11",6,20.9,19
"454","POVI_16","2019-02-11",7,26.8,20
"455","POVI_16","2019-02-11",8,31.8,25
"456","POVI_16","2019-02-11",9,32,30
"457","POVI_16","2019-02-11",10,31.9,31
"458","POVI_16","2019-02-11",11,32.2,30.5
"459","POVI_16","2019-02-11",12,33.2,30.5
"460","POVI_16","2019-02-11",13,33.7,31
"461","POVI_16","2019-02-11",14,34.4,32
"462","POVI_16","2019-02-11",15,35.8,32.5
"463","POVI_16","2019-02-11",16,38,33.5
"464","POVI_16","2019-02-11",17,38.8,36
"465","POVI_16","2019-02-11",18,35.9,37
"466","POVI_16","2019-02-11",19,32.5,34.5
"467","POVI_16","2019-02-11",20,29.5,31.5
"468","POVI_16","2019-02-11",21,26.8,28.5
"469","POVI_16","2019-02-11",22,24.9,26
"470","POVI_16","2019-02-11",23,23.5,24.5
"471","POVI_16","2019-02-12",0,22.2,23
"472","POVI_16","2019-02-12",1,21.2,22
"473","POVI_16","2019-02-12",2,20.8,21
"474","POVI_16","2019-02-12",3,20.2,20.5
"475","POVI_16","2019-02-12",4,19.2,20
"476","POVI_16","2019-02-12",5,19.2,19
"477","POVI_16","2019-02-12",6,24.3,18.5
"478","POVI_16","2019-02-12",7,31,26
"479","POVI_16","2019-02-12",8,31.8,30.5
"480","POVI_16","2019-02-12",9,32.3,30.5
"481","POVI_16","2019-02-12",10,32.4,30.5
"482","POVI_16","2019-02-12",11,33,31
"483","POVI_16","2019-02-12",12,33.6,31
"484","POVI_16","2019-02-12",13,34.6,31.5
"485","POVI_16","2019-02-12",14,35.8,32.5
"486","POVI_16","2019-02-12",15,36.7,33
"487","POVI_16","2019-02-12",16,37.9,34
"488","POVI_16","2019-02-12",17,39.6,35.5
"489","POVI_16","2019-02-12",18,36.9,38
"490","POVI_16","2019-02-12",19,35.5,36
"491","POVI_16","2019-02-12",20,33.4,34
"492","POVI_16","2019-02-12",21,31,32
"493","POVI_16","2019-02-12",22,30.7,30
"494","POVI_16","2019-02-12",23,29.8,29
"495","POVI_16","2019-02-13",0,29.8,28.5
"496","POVI_16","2019-02-13",1,31.4,28.5
"497","POVI_16","2019-02-13",2,32,29.5
"498","POVI_16","2019-02-13",3,31.4,30.5
"499","POVI_16","2019-02-13",4,31.2,30
"500","POVI_16","2019-02-13",5,27.5,30
"501","POVI_16","2019-02-13",6,25.7,26.5
"502","POVI_16","2019-02-13",7,26.5,25
"503","POVI_16","2019-02-13",8,30,26
"504","POVI_16","2019-02-13",9,32.6,29
"505","POVI_16","2019-02-13",10,36.4,30
"506","POVI_16","2019-02-13",11,34.4,33.5
"507","POVI_16","2019-02-13",12,33.4,32.5
"508","POVI_16","2019-02-13",13,35.3,32
"509","POVI_16","2019-02-13",14,35.7,33
"510","POVI_16","2019-02-13",15,35,33.5
"511","POVI_16","2019-02-13",16,34.6,33.5
"512","POVI_16","2019-02-13",17,33.1,33
"513","POVI_16","2019-02-13",18,30.4,31.5
"514","POVI_16","2019-02-13",19,27.9,29.5
"515","POVI_16","2019-02-13",20,26.5,27
"516","POVI_16","2019-02-13",21,24.8,25.5
"517","POVI_16","2019-02-13",22,23.4,24
"518","POVI_16","2019-02-13",23,22.1,23
"519","POVI_16","2019-02-14",0,21.1,22
"520","POVI_16","2019-02-14",1,20.4,21
"521","POVI_16","2019-02-14",2,19,20
"522","POVI_16","2019-02-14",3,17.9,19
"523","POVI_16","2019-02-14",4,17,18
"524","POVI_16","2019-02-14",5,15.8,17
"525","POVI_16","2019-02-14",6,17.4,16
"526","POVI_16","2019-02-14",7,22.1,17
"527","POVI_16","2019-02-14",8,25,21.5
"528","POVI_16","2019-02-14",9,27,23
"529","POVI_16","2019-02-14",10,29.9,24.5
"530","POVI_16","2019-02-14",11,30.1,27
"531","POVI_16","2019-02-14",12,31.7,29
"532","POVI_16","2019-02-14",13,32.9,30
"533","POVI_16","2019-02-14",14,33.7,30.5
"534","POVI_16","2019-02-14",15,34.3,31.5
"535","POVI_16","2019-02-14",16,33.9,32.5
"536","POVI_16","2019-02-14",17,34.8,32.5
"537","POVI_16","2019-02-14",18,33.5,33.5
"538","POVI_16","2019-02-14",19,31.7,32.5
"539","POVI_16","2019-02-14",20,29.8,31
"540","POVI_16","2019-02-14",21,27.7,29.5
"541","POVI_16","2019-02-14",22,26.3,28
"542","POVI_16","2019-02-14",23,24.8,26.5
"543","POVI_16","2019-02-15",0,23.8,25
"544","POVI_16","2019-02-15",1,23.2,24
"545","POVI_16","2019-02-15",2,22.4,23.5
"546","POVI_16","2019-02-15",3,21.7,22.5
"547","POVI_16","2019-02-15",4,21.1,22
"548","POVI_16","2019-02-15",5,20.4,21.5
"549","POVI_16","2019-02-15",6,20.1,21
"550","POVI_16","2019-02-15",7,22.9,20.5
"551","POVI_16","2019-02-15",8,26.6,22
"552","POVI_16","2019-02-15",9,35.4,25
"553","POVI_16","2019-02-15",10,32.1,33
"554","POVI_16","2019-02-15",11,31.6,30.5
"555","POVI_16","2019-02-15",12,31.9,30
"556","POVI_16","2019-02-15",13,32.4,30
"557","POVI_16","2019-02-15",14,33.2,30.5
"558","POVI_16","2019-02-15",15,33.5,31
"559","POVI_16","2019-02-15",16,36.6,31.5
"560","POVI_16","2019-02-15",17,39.9,34.5
"561","POVI_16","2019-02-15",18,37.9,38.5
"562","POVI_16","2019-02-15",19,35.5,36.5
"563","POVI_16","2019-02-15",20,34.5,34.5
"564","POVI_16","2019-02-15",21,33.3,33
"565","POVI_16","2019-02-15",22,32.4,32
"566","POVI_16","2019-02-15",23,31.9,31.5
"567","POVI_16","2019-02-16",0,31.4,31
"568","POVI_16","2019-02-16",1,31,30.5
"569","POVI_16","2019-02-16",2,29.6,30
"570","POVI_16","2019-02-16",3,27.8,28.5
"571","POVI_16","2019-02-16",4,27.2,27
"572","POVI_16","2019-02-16",5,27.7,26.5
"573","POVI_16","2019-02-16",6,29.3,26.5
"574","POVI_16","2019-02-16",7,33.9,28.5
"575","POVI_16","2019-02-16",8,35.6,31.5
"576","POVI_16","2019-02-16",9,37,34.5
"577","POVI_16","2019-02-16",10,35.3,35
"578","POVI_16","2019-02-16",11,35.1,34
"579","POVI_16","2019-02-16",12,35.1,33.5
"580","POVI_16","2019-02-16",13,35.6,33.5
"581","POVI_16","2019-02-16",14,36.9,34
"582","POVI_16","2019-02-16",15,37.9,34.5
"583","POVI_16","2019-02-16",16,39.7,36.5
"584","POVI_16","2019-02-16",17,38.9,38
"585","POVI_16","2019-02-16",18,36.8,37
"586","POVI_16","2019-02-16",19,35.1,35.5
"587","POVI_16","2019-02-16",20,34.6,33.5
"588","POVI_16","2019-02-16",21,33.1,33
"589","POVI_16","2019-02-16",22,31.3,32
"590","POVI_16","2019-02-16",23,29.2,30
"591","POVI_16","2019-02-17",0,28.2,28.5
"592","POVI_16","2019-02-17",1,27.8,27.5
"593","POVI_16","2019-02-17",2,29.2,27
"594","POVI_16","2019-02-17",3,29.7,28
"595","POVI_16","2019-02-17",4,28.1,28.5
"596","POVI_16","2019-02-17",5,25.9,27
"597","POVI_16","2019-02-17",6,27.5,25.5
"598","POVI_16","2019-02-17",7,32.4,27
"599","POVI_16","2019-02-17",8,34.7,30.5
"600","POVI_16","2019-02-17",9,36.8,33.5
"601","POVI_16","2019-02-17",10,36.7,35
"602","POVI_16","2019-02-17",11,38.2,35
"603","POVI_16","2019-02-17",12,39.4,36
"604","POVI_16","2019-02-17",13,40.1,36
"605","POVI_16","2019-02-17",14,39.9,36.5
"606","POVI_16","2019-02-17",15,39.9,36.5
"607","POVI_16","2019-02-17",16,40.6,37
"608","POVI_16","2019-02-17",17,37.2,37.5
"609","POVI_16","2019-02-17",18,36.5,36
"610","POVI_16","2019-02-17",19,33.2,35
"611","POVI_16","2019-02-17",20,32.5,32.5
"612","POVI_16","2019-02-17",21,31,31.5
"613","POVI_16","2019-02-17",22,28.9,30
"614","POVI_16","2019-02-17",23,27.1,28.5
"615","POVI_16","2019-02-18",0,25.5,26.5
"616","POVI_16","2019-02-18",1,25.6,25
"617","POVI_16","2019-02-18",2,24.7,25
"618","POVI_16","2019-02-18",3,24.1,24
"619","POVI_16","2019-02-18",4,23.5,23.5
"620","POVI_16","2019-02-18",5,23.5,23
"621","POVI_16","2019-02-18",6,26,22.5
"622","POVI_16","2019-02-18",7,32.9,25.5
"623","POVI_16","2019-02-18",8,36.2,31.5
"624","POVI_16","2019-02-18",9,37.2,36
"625","POVI_16","2019-02-18",10,37.8,35.5
"626","POVI_16","2019-02-18",11,38.6,36
"627","POVI_16","2019-02-18",12,39.5,36
"628","POVI_16","2019-02-18",13,39.9,37
"629","POVI_16","2019-02-18",14,40.1,37
"630","POVI_16","2019-02-18",15,40.9,37
"631","POVI_16","2019-02-18",16,40.3,37.5
"632","POVI_16","2019-02-18",17,40.4,37.5
"633","POVI_16","2019-02-18",18,40.4,38.5
"634","POVI_16","2019-02-18",19,37.7,39
"635","POVI_16","2019-02-18",20,34.1,36.5
"636","POVI_16","2019-02-18",21,32.6,33.5
"637","POVI_16","2019-02-18",22,31.1,31.5
"638","POVI_16","2019-02-18",23,29.9,30
"639","POVI_16","2019-02-19",0,30.9,29.5
"640","POVI_16","2019-02-19",1,29.6,30
"641","POVI_16","2019-02-19",2,28.6,29
"642","POVI_16","2019-02-19",3,27.3,28
"643","POVI_16","2019-02-19",4,27.7,26.5
"644","POVI_16","2019-02-19",5,26.4,27
"645","POVI_16","2019-02-19",6,30,25.5
"646","POVI_16","2019-02-19",7,34.6,28.5
"647","POVI_16","2019-02-19",8,35.1,33
"648","POVI_16","2019-02-19",9,36.4,34
"649","POVI_16","2019-02-19",10,37.6,34.5
"650","POVI_16","2019-02-19",11,39.4,35
"651","POVI_16","2019-02-19",12,40.8,36
"652","POVI_16","2019-02-19",13,42.4,36.5
"653","POVI_16","2019-02-19",14,43,37.5
"654","POVI_16","2019-02-19",15,43,38
"655","POVI_16","2019-02-19",16,42.8,38.5
"656","POVI_16","2019-02-19",17,42,38.5
"657","POVI_16","2019-02-19",18,39.2,39.5
"658","POVI_16","2019-02-19",19,36.4,38.5
"659","POVI_16","2019-02-19",20,34.8,35.5
"660","POVI_16","2019-02-19",21,33.4,34
"661","POVI_16","2019-02-19",22,31.9,32.5
"662","POVI_16","2019-02-19",23,30.1,31
"663","POVI_16","2019-02-20",0,28.8,29.5
"664","POVI_16","2019-02-20",1,27.1,28
"665","POVI_16","2019-02-20",2,25.3,26.5
"666","POVI_16","2019-02-20",3,24.6,25
"667","POVI_16","2019-02-20",4,23.9,24
"668","POVI_16","2019-02-20",5,23.1,23.5
"669","POVI_16","2019-02-20",6,25.5,22.5
"670","POVI_16","2019-02-20",7,28.9,24
"671","POVI_16","2019-02-20",8,31.3,27.5
"672","POVI_16","2019-02-20",9,34.5,31
"673","POVI_16","2019-02-20",10,34.3,33.5
"674","POVI_16","2019-02-20",11,35.9,33
"675","POVI_16","2019-02-20",12,37.2,34
"676","POVI_16","2019-02-20",13,38.4,35
"677","POVI_16","2019-02-20",14,39.9,35.5
"678","POVI_16","2019-02-20",15,39.8,36.5
"679","POVI_16","2019-02-20",16,39.5,36.5
"680","POVI_16","2019-02-20",17,38.3,36.5
"681","POVI_16","2019-02-20",18,33.2,36.5
"682","POVI_16","2019-02-20",19,28,32.5
"683","POVI_16","2019-02-20",20,24.8,28
"684","POVI_16","2019-02-20",21,23.4,25
"685","POVI_16","2019-02-20",22,23.2,23.5
"686","POVI_16","2019-02-20",23,22.7,23
"687","POVI_16","2019-02-21",0,22,23
"688","POVI_16","2019-02-21",1,21.8,22
"689","POVI_16","2019-02-21",2,21.2,22
"690","POVI_16","2019-02-21",3,20.4,21.5
"691","POVI_16","2019-02-21",4,20.3,21
"692","POVI_16","2019-02-21",5,19.2,20.5
"693","POVI_16","2019-02-21",6,24.4,19.5
"694","POVI_16","2019-02-21",7,31,24.5
"695","POVI_16","2019-02-21",8,31.7,30
"696","POVI_16","2019-02-21",9,31.4,30
"697","POVI_16","2019-02-21",10,32.7,30.5
"698","POVI_16","2019-02-21",11,34.4,31.5
"699","POVI_16","2019-02-21",12,36.1,32.5
"700","POVI_16","2019-02-21",13,37.6,33.5
"701","POVI_16","2019-02-21",14,38.9,34.5
"702","POVI_16","2019-02-21",15,39.5,36
"703","POVI_16","2019-02-21",16,39.9,36
"704","POVI_16","2019-02-21",17,36.5,38
"705","POVI_16","2019-02-21",18,33.8,35.5
"706","POVI_16","2019-02-21",19,31,32.5
"707","POVI_16","2019-02-21",20,28.5,30.5
"708","POVI_16","2019-02-21",21,27,27.5
"709","POVI_16","2019-02-21",22,27,26.5
"710","POVI_16","2019-02-21",23,26.6,26
"711","POVI_16","2019-02-22",0,26.6,26
"712","POVI_16","2019-02-22",1,25.7,26
"713","POVI_16","2019-02-22",2,25.9,25
"714","POVI_16","2019-02-22",3,26,25.5
"715","POVI_16","2019-02-22",4,25.8,25.5
"716","POVI_16","2019-02-22",5,26.5,25
"717","POVI_16","2019-02-22",6,28.1,26
"718","POVI_16","2019-02-22",7,32.6,27
"719","POVI_16","2019-02-22",8,32.3,30.5
"720","POVI_16","2019-02-22",9,34,30.5
"721","POVI_16","2019-02-22",10,36.5,32
"722","POVI_16","2019-02-22",11,37.3,34.5
"723","POVI_16","2019-02-22",12,38.3,35.5
"724","POVI_16","2019-02-22",13,38.1,36
"725","POVI_16","2019-02-22",14,38.4,36
"726","POVI_16","2019-02-22",15,38.8,36.5
"727","POVI_16","2019-02-22",16,37.8,36.5
"728","POVI_16","2019-02-22",17,37.6,36.5
"729","POVI_16","2019-02-22",18,34.7,36.5
"730","POVI_16","2019-02-22",19,32.7,33.5
"731","POVI_16","2019-02-22",20,31.8,31.5
"732","POVI_16","2019-02-22",21,30.3,30.5
"733","POVI_16","2019-02-22",22,29.7,29.5
"734","POVI_16","2019-02-22",23,29.4,29
"735","POVI_16","2019-02-23",0,28.8,28.5
"736","POVI_16","2019-02-23",1,27.3,27.5
"737","POVI_16","2019-02-23",2,26.4,26.5
"738","POVI_16","2019-02-23",3,25.1,25.5
"739","POVI_16","2019-02-23",4,24.1,24.5
"740","POVI_16","2019-02-23",5,22.9,23.5
"741","POVI_16","2019-02-23",6,26.1,22
"742","POVI_16","2019-02-23",7,31.5,26
"743","POVI_16","2019-02-23",8,34.3,30.5
"744","POVI_16","2019-02-23",9,31.6,30
"745","POVI_16","2019-02-23",10,35.9,31.5
"746","POVI_16","2019-02-23",11,33.3,35.5
"747","POVI_16","2019-02-23",12,34.7,33
"748","POVI_16","2019-02-23",13,34.8,33
"749","POVI_16","2019-02-23",14,35.1,33.5
"750","POVI_16","2019-02-23",15,35.6,34
"751","POVI_16","2019-02-23",16,35.3,34
"752","POVI_16","2019-02-23",17,34.5,33.5
"753","POVI_16","2019-02-23",18,33,33
"754","POVI_16","2019-02-23",19,30.6,31.5
"755","POVI_16","2019-02-23",20,29.2,30.5
"756","POVI_16","2019-02-23",21,27.7,29
"757","POVI_16","2019-02-23",22,26.5,28
"758","POVI_16","2019-02-23",23,24.8,27
"759","POVI_16","2019-02-24",0,25.1,26
"760","POVI_16","2019-02-24",1,25.6,25.5
"761","POVI_16","2019-02-24",2,25.6,25.5
"762","POVI_16","2019-02-24",3,25.1,25.5
"763","POVI_16","2019-02-24",4,24.2,25
"764","POVI_16","2019-02-24",5,23.3,24.5
"765","POVI_16","2019-02-24",6,27.8,23
